('mihr', ['gâlib', 'ver', 'gül', 'çeşm', 'dil', 'aşk', 'cân', 'gel', 'zülf', 'leb'])
('havâ', ['ye’s', 'şâm', 'bud', 'per', 'merd', 'sâf', 'nûr', 'dîde', 'katre', 'ervâh'])
('şeş', ['kulkul', 'neşv', '\x17erîf', 'elmâs', 'hız', 'olduiu', 'şân', 'nakd', 'târîh', 'fenâ'])
('gele', ['bâis', 'nakş', 'söz', 'mehtâb', 'etme', 'gelir', 'tut', 'sûret', 'hazret', 'şem’'])
('harâbat', ['mısrâ', 'bula', 'nâ', 'kâşâne', 'nergis', 'sûz', 'almış', 'etdim', 'hems', 'yeter'])
('geçe', ['pâk', 'lutf', 'gâlib', 'dil', 'gam', 'düş', 'nûr', 'çeşm', 'rûz', 'dah'])
('sanat', ['tuhfe', 'peymâ', 'iltifat', 'şâyeste', 'ma’nî', 'ilâh', 'îş', 'rehber', 'des', 'ukde'])
('takdîr', ['ikbâl', 'matlab', 'erbâb', 'tıfl', 'sezâ', 'lâzım', 'gayret', 'kalem', 'sıdk', 'şevk'])
('zincir', ['milk', 'peymâne', 'çâh', 'hâmûş', 'zerre', 'monlâ', 'dede', 'evsâf', 'zahm', 'bâ'])
('kır', ['amîm', 'tîgın', 'hitâb', 'âhar-', 'ihsan', 'harîdâr', 'mürg', 'sîmurg', 'dede’n', 'hat-âver'])
('şîşe', ['tîr', 'bak', 'ban', 'çerâg', 'çık', 'âl', 'lutf', 'âh', 'düş', 'baht'])
('habâb', ['hayâl', 'âb', 'nûr', 'derûn', 'san', 'hâzret', 'kıl', 'hüsnü', 'neş’e', 'mehtâb'])
('neşe', ['harâb', 'âlî', 'seher', 'zâhir', 'sâl', 'vasl', 'sor', 'seyf', 'bun', 'dön'])
('mecnûn', ['çarh', 'aşk', 'leb', 'sûret', 'kıl', 'dil', 'çeşm', 'bahâr', 'gam', 'düş'])
('bâde', ['ned', 'sûret', 'felek', 'söz', 'eger', 'âh', 'bak', 'eşk', 'subh', 'câm'])
('zencîr', ['leb', 'mest', 'hâtır', 'gel', 'devlet', 'feyz', 'çeşm', 'mehtâb', 'nûr', 'ban'])
('hatır', ['ahşa', 'olmâz', 'âbâd', 'vâiz', 'girân', 'huşk', 'köhne', 'şikest', 'hâşâ', 'bûs'])
('vakf', ['zîb', 'îsâ', 'nev-pûşîdesinden', 'cem’', 'mihrâb', 'mevce', 'şevket', 'değeriş', 'sevâd', 'ân'])
('vezîr', ['koma', 'sâfî', 'asâ', 'nûru', 'şû’le', 'evliyâya', 'serâ-yı', 'şehr', '\x17eh', 'zen'])
('katl', ['baht', 'mahabbet', 'eylem', 'şeh', 'gam', 'nakş', 'eyleyip', 'tut', 'bend', 'hat'])
('kıyâm', ['neş’e', 'ahbâb', 'beyân', 'hâme', 'hançer', 'sevâd', 'per', 'küfr', 'değeriş', 'merâm'])
('imtizâc', ['piyâle', 'kulzüm', 'kitâb', 'ham', 'belâ', 'mir’ât', 'zâhid', 'dîdâr', 'çerâg', 'kudd'])
('zekâ', ['manî', 'cevher', 'hüseyn', 'keşf', 'nevâ-yı', 'nahl', 'degildir', 'mazmûn', 'olamaz', 'mihnet'])
('tecessüm', ['görş', 'rengârenk', 'nazar', 'makâm', 'nesh', 'ihyâ', 'tol', 'müje', 'mecbûr', 'ma’nâ'])
('hûb', ['vâl', 'hudâya', 'nar', 'tırâş', 'peygamber', 'sad-pâre', 'ân-be-ân', 'biribirine', 'âsitânından', 'hüzn'])
('zişt', ['bang', 'gülbün', 'gubâr', 'gir', 'nümâyân', 'mahz', 'ummân', 'meşreb', 'eflâk', 'sedd'])
('maslahat', ['hevâ-yı', 'âsâr', 'gez', 'bîmâr', 'tekrâr', 'hu’le', 'şemşîr', 'lâyık', 'gûne', 'nev-bahâr'])
('bûs', ['uşşâk', 'sîne', 'leb', 'ehl', 'görü', 'bili', 'eşk', 'tıfl', 'mahabbet', 'yâr'])
('dilber', ['anı', 'zülf', 'nûr', 'san', 'meger', 'cân', 'hazret', 'gamze', 'yâr', 'gevher'])
('kese', ['çıkma', 'ocagı', 'müşk', 'îcâd', 'nisâ', 'nazarız', 're-', 'hemdem', 'davâ-yı', 'zenehdân'])
('nühüft', ['pây', 'yeşil', 'döner', 'ahbâb', 'hız', 'etrâf', 'hilâl', 'bakı', 'hümâyûn', 'gelz'])
('kebîr', ['sîrâb', 'be-dûş', 'ma’mûr', 'kor', 'karâr', 'kâye-', 'nemâ', 'fakîr', 'sükûn', 'adl-endîşe'])
('zül', ['birer', 'sarf', 'alîm', 'gülnâr', 'rassâd', 'çekz', 'şerh', 'kavîyiz', 'avf', 'âyîneye'])
('inşirâh', ['delîl', 'kişver', 'zîb', 'tarf', 'hâsılı', 'meded', 'sihr', 'bâga', 'sîne-çâk', 'nücûm'])
('fark', ['hak', 'ver', 'kadr', 'şâh', 'göz', 'nâz', 'et', 'bâl', 'subh', 'anı'])
('hasr', ['sihr', 'kâfi', 'cellâd', 'revân', 'hârih', 'âşikâr', 'kân', 'man', 'devri', 'gece'])
('rehîn', ['kon', 'adl', 'âbâd', 'hümâ-yı', 'eylez', 'sat', 'merdân', 'sîrâb', 'köhne', 'hâs'])
('dilkeş', ['gide', 'sahbâyı', 'hüşk', 'dâd-ger', 'dervîş', 'ser-fürû', 'tegâfülü', 'târem', 'muntazır', 'nüsha'])
('cer', ['bîllet', 'husûs', 'hûnâbe', 'nişâbur’a', 'eczâ-yı', 'aks', 'hicâb', 'çekş', 'tâ-be', 'gümüş'])
('haz', ['kurbân', 'kumâş', 'rez', 'demş', 'peydâ', 'cünûn', 'pür', 'manâya', 'âhir', 'rey'])
('merkad', ['merdân', 'çâr', 'nâza', 'neşr', 'hüseyn', 'cki', 'şâyeste', 'tutâr', 'zuhûr', 'esîr'])
('ekvân', ['nizâm', 'rûzgâr', 'meclis', 'deiil', 'hayâ', 'fitne', 'nev', 'hâk', 'tebessüm', 'ş'])
('türbet', ['tahayyül', 'tâli’', 'hâlî', 'hased', 'çâr', 'diriiâ', 'adû', 'nâr', 'perîşân', 'husûl'])
('zümürrüd', ['bula', 'şâd', 'hayrân', 'dirîi', 'kat', 'tîr', 'neş’e', 'kerâmet', 'dîvâne', 'rû'])
('vâkıf', ['cânân', 'sâkî', 'dah', 'la’l', 'gösteri', 'eylem', 'bâg', 'nigâh', 'hüsnü', 'pâk'])
('dânâ', ['işve', 'hod-be-hod', 'temâşâ', 'dün', 'iç', 'duâ', 'târîh-', 'kebâb', 'görz', 'midi'])
('kutb', ['arz', 'mâhtâb', 'şâm', 'berk', 'dîvân', 'beste', 'ruh', 'dî', 'allâh', 'bili'])
('veh', ['cilve-ger', 'kurbân', 'sükûn', 'açar', 'tarab', 'katre', 'jâle', 'giyâh', 'serv', 'genc'])
('muvaffak', ['başlayıp', 'gâliba', 'dâd-ger', 'ibâdet', 'bînâ', 'hâbâş', 'mâ’bed', 'mücedded', 'etmekle', 'sezâvâr'])
('sâhib', ['mevlâ', 'cenâb', 'tîr', 'han', 'deiil', 'la’l', 'hüsnü', 'rûşen', 'etme', 'mıdır'])
('güzel', ['rengin', 'mâye', 'pençe', 'yaz', 'keşf', 'mürşid', 'meded', 'nâ', 'bâd', 'terbiye'])
('zaman', ['güftâr', 'zekan', 'mekr', 'nevâ', 'dâsitânım', 'zîver', 'hüviyyet', 'meryem', 'meyhâne', 'tevfîkine'])
('asl', ['reng', 'siyeh', 'gir', 'âb', 'tavr', 'hatt', 'bezm', 'dah', 'sûret', 'mihr'])
('tarz', ['cevâb', 'harîm', 'kayd', 'dâne', 'âheng', 'rûze', 'cüdâ', 'aks', 'dök', 'hâk'])
('hafiyyât', ['tevfîka', 'tamâmen', 'esâs', 'saâdet', 'eyleyemem', 'neş’et', 'deyr', 'hayâlî', 'sîmurg', 'sühan'])
('tevfik', ['tekbîr', 'cürm', 'suhan-gû', 'kevn', 'bârî', 'hû', 'zümre', 'nigâr', 'alîdir', 'adli'])
('huffâş', ['rez', 'firkat', 'sanı', 'ez-cümle', 'bekâ', 'rişte', 'asker', 'şehd', 'gürûh', 'jâle'])
('sünnet', ['kulkul', 'kapı', 'nas', 'pesendîde', 'billûr', 'tevbe', 'sahrâya', 'umûr', 'baba', 'fâka'])
('deni', ['kâmet', 'gayb', 'erkân', 'deryâya', 'sebîl', 'tenhâ', 'fettân', 'vâsıl', 'kusûr', 'anber'])
('zevâl', ['kırân', 'dâgdır', 'akrânı', 'şikâyet', 'yye-', 'ber-', 'kettân', 'sava', 'henûz', 'tıynet'])
('isâbet', ['hükmünü', 'hastelik', 'vals', 'kâlâ-yı', 'ân-be-ân', 'şâhâne', 'teshîr', 'dest-gîrdir', 'yoi', 'âsân'])
('zihn', ['monlâ-yı', 'niyâz', 'celâl', 'dehen', 'ara', 'saf', 'iste', 'gûy', 'alâ', 'hançer'])
('müstesnâ', ['alır', 'zahm', 'rind', 'zâhir', 'etdim', 'târîk', 'deryâ-yı', 'ilâhî', 'çerâg', 'gehî'])
('cemî’', ['görz', 'cûyân', 'bekle', 'ceyb', 'nâzır', 'rif’at', 'zannet', 'girih', 'key', 'saâdet'])
('şefkat', ['murg', 'bûy', 'bahr', 'manî', 'zâr', 'devrân', 'hâtır', 'cünûn', 'câm', 'tavr'])
('fıtrat', ['kebâb', 'mahv', 'tîi', 'hûbân', 'şâd', 'kevn', 'îd', 'nâzar', 'feth', 'sad'])
('şeydâ', ['vâlâ', 'efzûn', 'harâb', 'ülfet', 'keşf', 'teng', 'sor', 'yâhûd', 'ders', 'kurbân'])
('nâçâr', ['dâver', 'serv', 'edâ-yı', 'mazmûn', 'bes', 'şi’r', 'sihr', 'kadr', 'derle', 'çıkar'])
('saye', ['harâm', 'muhît', 'fesâd', 'necm', 'münkirân', 'latîfeler', 'dile', 'cihâd', 'penbe', 'teslîm'])
('şi’r', ['bâl', 'mâhtâb', 'dest', 'gamze', 'ihsân', 'söz', 'hazret', 'degildir', 'bud', 'zülf'])
('kasâid', ['arak', 'nâ-mevcûd', 'edicek', 'mairibde', 'cem’', 'çevre', 'bulun', 'etfâl', 'girye', 'olası'])
('maârif', ['rengîne', 'rüstem', 'sıfât', 'bîl', 'sâbâh', 'efkâr', 'vâdi', 'inkâr', 'hatır', 'say'])
('a’lâ', ['sâgar', 'şîşe', 'gubâr', 'çerâg', 'ârâm', 'kays', 'dîvâne', 'şems', 'tohm', 'hâtır'])
('vâsıl', ['dâm', 'kemân', 'terk', 'and', 'lâzım', 'medd', 'bâb', 'nefes', 'ney', 'nâz'])
('mecîd', ['sâhir', 'itibâr', 'cürm', 'tarîk', 'himem', 'gerd', 'külâh', 'nâza', 'alî', 'esbâb'])
('ezel', ['mülk', 'dah', 'dî', 'mâhtâb', 'pâk', 'gül', 'sâkî', 'çarh', 'safâ', 'naza'])
('kubbe', ['perî', 'eser', 'mevlevî', 'nâb', 'per', 'pertev', 'git', 'çık', 'sanı', 'maksûd'])
('nesl', ['monlâ', 'reh', 'târîh-', 'terk', 'piyâle', 'tamâm', 'câm', 'çerâg', 'yan', 'şâhid'])
('emn', ['cânân', 'ebr', 'zencîr', 'yap', 'mevlâ', 'eylem', 'etsem', 'tut', 'la’l', 'd'])
('haml', ['gayb', 'ayân', 'münevver', 'handân', 'duâ-yı', 'matbah', 'âfâk', 'neşe', 'âlî', 'sadef'])
('hurd', ['tîi', 'kâh', 'matlab', 'yaz', 'nergis', 'vücûd', 'h', 'deme', 'kes', 'va’d'])
('büzürg', ['begim', 'zünnâr', 'oluruz', 'râb', 'gülsitân', 'riyâset', 'afv', 'kem', 'hisâb', 'ârız'])
('tevsî’', ['zîver', 'işâret', 'tarf', 'etdikçe', 'celâlet', 'zîbâ', 'pesend', 'benze', 'aiyâr', 'şâdâb'])
('koy', ['ban', 'zülf', 'ney', 'gam', 'hâl', 'düş', 'eşk', 'esrâr', 'gûyâ', 'bahâr'])
('tekmîl', ['sühan', 'ahz', 'yeni', 'direng', 'ye-', 'vâsıl', 'serd', 'şâyân', 'anber', 'hisâb'])
('heybet', ['bülbül', 'mest', 'tîr', 'mülk', 'hayâl', 'per', 'vücûd', 'hak', 'gonce', 'hâtır'])
('dehşet', ['tîi', 'selîm’in', 'kadr', 'revân', 'sultân', 'siyâh', 'âvâz', 'âyîn', 'cenâb', 'hân'])
('nuzzâr', ['muhammed', 'murgân', 'hitâb', 'fedâ', 'izhâr', 'zünnâr', 'olay', 'yek-pâre', 'va’d', 'gayret'])
('mir’ât', ['pâk', 'tut', 'zülf', 'bâl', 'selîm', 'âteş', 'san', 'd', 'gül', 'sultân'])
('mesîh', ['göz', 'değeri', 'meh', 'sultân', 'lutf', 'nigâh', 'bak', 'and', 'çık', 'ver'])
('zann', ['söyle', 'kâr', 'nigâh', 'hüsnü', 'şûh', 'gülşen', 'câm', 'bil', 'mehtâb', 'düş'])
('süre', ['burc', 'hilâl', 'ye’s', 'envâ', 'dâg', 'etsem', 'berg', 'edeb', 'harâb', 'kalem'])
('gâfil', ['esbak', 'girân', 'sâh', 'boya', 'bez', 'cellâd', 'elmâs', 'ömer', 'top', 'ervâh'])
('alâmet', ['cârî', 'mevlev', 'ef’î', 'îhâm', 'ecnâd', 'merhem', 'hicâb', 'alup', 'ayâ', 'yed'])
('şîre', ['bî-pâyân', 'tol', 'aks', 'sâh', 'sitem', 'manî', 'sebz', 'rind', 'kemâl', 'humâr'])
('sine', ['bâlâ-yı', 'bîdâd', 'ciger', 'bakan', 'olıcak', 'sam', 'gars', 'şâyeste', 'sâk', 'rüsvâ'])
('gülle', ['kandîl', 'behişt', 'hilâl', 'sadef', 'nûş', 'irfân', 'şems', 'midi', 'emr', 'hayâ'])
('gürle', ['nâzı', 'eier', 'vâdî', 'sûr', 'şeref', 'elde', 'geçe', 'sirişk', 'şîr', 'îd'])
('kahr', ['zâhir', 'yûf', 'dâim', 'güher', 'dehen', 'dilber', 'zehr', 'havf', 'olamaz', 'sor'])
('te’yîd', ['nakl', 'eyyâm', 'kurb', 'aldı', 'tohm', 'tarf', 'karz', 'tamîr', 'efzûn', 'vâlâ'])
('feyyâz', ['mübârek', 'nâzı', 'kurbân', 'kamer', 'şafak', 'edâ', 'als', 'ârız', 'geçş', 'hicâb'])
('teslîm', ['neyleyim', 'hakkâ', 'hâsılı', 'fenâ', 'dergâh', 'ebrû', 'olduiu', 'nol', 'mevlâ', 'şeh'])
('sebeb', ['visâl', 'nutk', 'yanî', 'ebr', 'şeh', 'hurşîd', 'selîm', 'suhan', 'reng', 'âheng'])
('kesel', ['gazel-', 'sıhhat', 'nâhudâ', 'tur', 'devâ', 'sülûk', 'sevdâ-yı', 'ez-cümle', 'dâmen', 'sâhib-zamân'])
('cedel', ['olmaia', 'mücedid', 'seninçündür', 'gülbün', 'sendendir', 'pür-envâr', 'gönlü', 'meşhûr', 'edi', 'sihr'])
('humbara', ['nâle', 'târîk', 'kân', 'dök', 'sadâ', 'hâhş', 'gayret', 'mesnevî', 'çeşme', 'edâ'])
('iftihâr', ['deiil', 'hezâr', 'gâh', 'eşk', 'degildir', 'gonce', 'hayâ', 'kalbi', 'deryâ-yı', 'h'])
('darb', ['değeriz', 'bâzîçe', 'beyâz', 'mevzû', 'ikrâm', 'vâiz', 'dest-gîr', 'alup', 'esâs', 'oluncaya'])
('menzil', ['hüner', 'âftâb', 'derd', 'man', 'es’ad', 'etdim', 'çerâg', 'dah', 'şem’', 'zât'])
('özge', ['midi', 'devri', 'hâb', 'endîşe', 'peymâne', 'ebr', 'hilâl', 'zât', 'cûş', 'gerdûn'])
('vaz’', ['kat', 'ülfet', 'dehen', 'hicrân', 'vücûd', 'zâhir', 'dâim', 'çâh', 'and', 'leb'])
('boz', ['edâ', 'yek', 'nâr', 'ilâhî', 'rişte', 'âsümân', 'alıp', 'hudâ', 'billâh', 'açı'])
('hayy', ['husûl', 'mâşâ’a’llâh', 'havâs', 'sîmâ', 'mesned', 'cbn', 'nâhun', 'şûle', 'kalyon', 'cebreîl'])
('ekrem', ['saff', 'sarf', 'kulkul', 'kûh', 'kâşâne', 'târîhd', 'müşg', 'vahşet', 'mevlevî', 'perîşân'])
('muhtemel', ['dûn', 'târîhi', 'şirk', 'netâyic', 'nâ-çârı', 'mekr', 'tegâfülden', 'mevzû', 'turre', 'bahs'])
('nef’', ['güzîn', 'gönderi', 'hakîm', 'manâ-yı', 'pâdışâh', 'dâr', 'katâr', 'sa’y', 'manâya', 'hidiv'])
('âid', ['pul', 'nâçâr', 'sirruhû', 'fâş', 'n’idiiin', 'etmedi', 'bû', 'kâtil', 'vaktidir', 'ejder'])
('misl', ['teşne', 'nazm', 'kadr', 'dî', 'hat', 'lafz', 'hûn', 'âdem', 'monlâ', 'girye'])
('insâf', ['mısra', 'allâh', 'aşkın', 'ets', 'bend', 'hâzret', 'esrâr', 'âşık', 'hâb', 'hayâl'])
('füzûn', ['efzûn', 'fitne', 'cihâd', 'hâ', 'üstâd', 'nâhudâ', 'edeb', 'yûf', 'tâb’', 'gösteri'])
('kör', ['mestî', 'medh', 'üftâde', 'râst', 'kevn', 'kaldır', 'kâ’be', 'renc', 'taleb', 'câdû'])
('vech', ['nâz', 'tîg', 'sâye', 'sırr', 'nev', 'mıdır', 'hân', 'gevher', 'ban', 'mehtâb'])
('ham', ['hîç', 'çerâg', 'tavr', 'gül', 'et', 'hâtır', 'nûr', 'âşık', 'hüsn', 'eyleyip'])
('mahall', ['rengârenk', 'ser-mest', 'teşbîh', 'rakîb', 'seyl', 'bîdâr', 'monlâyâ', 'kûh', 'ko', 'şeş'])
('hîç', ['cihân', 'meh', 'gül', 'söyle', 'kıl', 'mihr', 'yâr', 'düş', 'ver', 'çeşm'])
('tedbir', ['oldugun', 'eflâk', 'sengîn', 'veled', 'sayd', 'sedd', 'tertîb', 'ferâi', 'îş', 'cünûn'])
('husûl', ['şîşe', 'kap', 'sakın', 'hümâyûn', 'çâr', 'zevk', 'visâl', 'sarf', 'dilber', 'şem'])
('kâinât', ['çeşme', 'demş', 'geç', 'mânend', 'cenâb', 'mevlevî', 'nusret', 'hezâr', 'bâd', 'gonce'])
('eltâf', ['deme', 'ümmîd', 'monlâ-yı', 'rûzgâr', 'hatâ', 'yana', 'bülbül', 'akl', 'heyh', 'fenâ'])
('atıl', ['ayak', 'âşûb', 'rab', 'evlâd', 'münevver', 'cefâ', 'nâzı', 'bâm', 're’y', 'evc'])
('gümrâh', ['azm', 'dâmen', 'kulun', 'ukde', 'manâ-yı', 'mihmân', 'peymâne', 'âsâr', 'rûzgâr', 'hakk'])
('fâzıl', ['âfiyet', 'ko', 'şöhret', 'füyûz', 'dikkat', 'cnâyet', 'çâr', 'iç', 'şehrîyârısın', 'acı'])
('tahammül', ['akla', 'demş', 'yaz', 'hümâ', 'safâya', 'dilim', 'velî', 'erkân', 'hâme', 'belâ'])
('rub’', ['imâret', 'elim', 'peyrev', 'zerrîn', 'hey', 'mestûr', 'târîhini', 'zihî', 'ferhâd', 'mustafâ'])
('meskûn', ['tâs', 'lutfiyle', 'cûybâr', 'kasâid', 'mahsûl', 'zülfeler', 'etseler', 'kâbil', 'asâ', 'tâ’bîr'])
('şâhenşâh', ['âşikâr', 'pâ', 'âmâl', 'mestâne', 'efgân', 'harîm', 'dol', 'şeker', 'alîm', 'gez'])
('mümkün', ['evreng', 'diyâr', 'lâ’l', 'pür-nûr', 'idrâk', 'ayak', 'pîr-', 'gonca', 'emr', 'kâinât'])
('tecâhül', ['karz', 'han', 'allâh', 'mestâne', 'esrâr', 'şân', 'alî', 'hümâyûn', 'sâgar', 'ferâi'])
('ikrâh', ['\x17-', 'çil', 'esb', 'akrânı', 'nâs', 'revzen', 'nücûm', 'işâret', 'gerdiş', 'kışla'])
('tamâmen', ['neş’et', 'sâh', 'düz', 'nühüft', 'zebûn', 'şuâ’ıyla', 'nevâ', 'ismet', 'nücûm', 'tavîl'])
('kışla', ['dâg', 'derûn', 'çemen', 'nâb', 'dîvân', 'seyr', 'bâd', 'bahr', 'âdem', 'düş'])
('bîşe', ['uyu', 'mesrûr', 'akl', 'amân', 'gülgûn', 'seyl', 'mıdır', 'kadeh', 'ankâ', 'bud'])
('âlât', ['otur', 'firâk', 'kavl', 'dâir', 'kebâb', 'mutlak', 'muri', 'fart', 'men', 'als'])
('harbi', ['meâl', 'olunca', '\x17ehîd', 'ekvân', 'gök', 'cânib', 'a’lâ', 'medâr', 'mahviyyetdir', 'mugânındır'])
('havf', ['nev', 'râh', 'gönül', 'hak', 'âteş', 'ayn', 'safâ', 'subh', 'açı', 'zîr'])
('ka’r', ['çetr', 'selîme', 'suâl', 'osmân', 'zünnâr', 'hümâ-yı', 'nümâyân', 'temâşâ', 'seyf', 'bir'])
('çâh', ['bâd', 'gör', 'yâr', 'çeşm', 'dil', 'la’l', 'cân', 'feyz', 'kıl', 'görü'])
('çârüm', ['haber', 'der-vasf', 'mısr', 'kayd', 'etmege', 'hükm', 'söylen', 'nakd', 'vasl', 'huld'])
('yegâne', ['âhard', 'pîşîn', 'ailasın', 'hamîde', 'rusül', 'lâle', 'deiildir', 'minel-aşk', 'ayîne', 'pâ-der'])
('dol', ['gam', 'kâfi', 'himmet', 'hâk', 'lâzım', 'zülf', 'gevher', 'gürûh', 'kal', 'zâhid'])
('gök', ['zevk', 'sor', 'sipihr', 'bun', 'd', 'bâ', 'yâkût', 'mevlevî', 'şarâb', 'değeri'])
('eşkâl', ['te’sîr', 'muhâl', 'gülbün', 'mâil', 'mahşer', 'dirîi', 'miyân', 'nush', 'hûnbâr', 'eriş'])
('ferâmûş', ['kâl', 'hicâb', 'küfr', 'vîrâne', 'harâb', 'monlâ', 'sahn', 'olamaz', 'âr', 'kâh'])
('nişâne', ['teng', 'şâm', 'çü', 'siyeh', 'nümâyân', 'çeker', 'lâzım', 'küfr', 'yohsa', 'âfâk'])
('adâvet', ['rüsvâ-yı', 'velvele', 'tashîh', 'gavga', 'utan', 'uymaz', 'ma’zûr', 'sıimaz', 'gavgâ-yı', 'rûyûn'])
('sa’y', ['âteşîn', 'pinhân', 'dilin', 'maksûd', 'gûy', 'reh', 'icrâ', '\x17erîf', 'fikri', 'cânân'])
('şehâ', ['sütûn', 'şîve', 'sâdık', 'evsâf', 'atâ', 'kana', 'davâ-yı', 'tût', 'elmâs', 'gördüiü'])
('üslûb', ['huffâş', 'vâdî', 'bîhûde', 'sagar', 'cünûna', 'halvet', 'inâyet', 'ferdâ', 'hayrât', 'basîret'])
('hizâne', ['pâkîn', 'dilân', 'tetmîm', 'furûg', 'hatm', 'mekes', 'gül-', 'şu’le-pâş', 'sakla', 'hûr'])
('yeni', ['sadef', 'berceste', 'cây', 'bun', 'nol', 're’y', 'cilve', 'kes', 'mânend', 'iste'])
('maşrık', ['saltanat', 'dâi', 'envâ', 'âgûş', 'taht', 'dur', 'vâdî', 'cünbiş', 'katre', 'sebz'])
('diz', ['tüvân', 'tecrübe', 'müzâb', 'aşdı', 'tebdîl', 'külâhîler', 'gîsû', 'kadem', 'hidîv', 'yaka'])
('sebû', ['mevc-âver', 'ızhâr', 'ezel', 'beyâz', 'nâle', 'serâser', 'pür-nûr', 'şâhid', 'esbâb', 'celâl'])
('şarâb', ['mest', 'aşk', 'ver', 'feyz', 'kıl', 'çeşm', 'dil', 'âlem', 'âb', 'sultân'])
('semend', ['yâhûd', 'bâl', 'âşiyân', 'siyeh', 'kemâl', 'sâl', 'mecnûn', 'selîm', 'semâ', 'visâl'])
('kur', ['efzûn', 'söylen', 'kâkül', 'evc', 'nâzı', 'man', 'semâ', 'nazm', 'küşâd', 'mânend'])
('mahalli', ['dîvâr', 'bâis', 'iklîm', 'sadâ-yı', 'velâyet', 'vakt', 'cedîd', 'etmek', 'yaraş', 'fakr'])
('gerd', ['hak', 'seyr', 'gam', 'eger', 'hazret', 'hâl', 'leb', 'aşk', 'âteş', 'dil'])
('melâl', ['fark', 'dey', 'bilz', 'dilber', 'îmân', 'ikbâl', 'monlâ', 'dâne', 'fikr', 'mesnevî'])
('ferd', ['asker', 'semâ', 'sezâ', 'kudret', 'giryân', 'nûş', 'vasl', 'belâ', 'açı', 'ebr'])
('masrûf', ['hümâya', 'eflâk', 'öte', 'almış', 'ilâc', 'ulvî', 'yakı', 'na’t', 'mestân', 'reh'])
('mukaddem', ['îmâ', 'dâr', 'iklîm', 'âvâz', 'sûzş', 'bâis', 'yerin', 'cki', 'ara', 'kâ’be'])
('sebt', ['bî-pâyân', 'dâmân', 'karâr', 'sayd', 'cedîd', 'dîg', 'giryân', 'letâfet', 'serv', 'beden'])
('tâlî', ['perver', 'uçdu', 'pül', 'hevâ-yı', 'degilse', 'dermân', 'tere', 'sâza', 'intisâb', 'şu’le-pâş'])
('kaçar', ['sendedir', 'nizârımız', 'şuâ’ıyla', 'hüdhüd', 'sâhil', 'mîzâc', 'sitem-hû', 'sâbık', 'sebîl-', 'cinân'])
('haclet', ['edeb', 'kirm', 'döner', 'va’d', 'etsem', 'kalem', 'galtân', 'tîi', 'aleyh', 'hâr'])
('zillet', ['sikke', 'insâf', 'deryûze', 'miyân', 'davâ', 'veş', 'ebyât', 'şikest', 'gedâ', 'yazâr'])
('imâret', ['hisâb', 'hey', 'zemzem', 'nefy', 'getir', 'eier', 'rûze', 'kıyâs', 'âsâr', 'tecellî'])
('tak', ['recâ', 'kusûr', 'feryâd', 'heves', 'degildir', 'âmâl', 'dergâh', 'kâkül', 'keşf', 'değeriş'])
('nisyân', ['mevsim', 'bârî', 'ankâ-yı', 'ömer', 'tîz', 'asl', 'yek-pâre', 'mümkin', 'sedd', 'eylemişlerdir'])
('umman', ['rişte', 'cilve', 'amân', 'müjgân', 'kûşe', 'kâm', 'nagme', 'fark', 'cem', 'eylez'])
('merdâne', ['intihâ', 'pes', 'hâlâtihî', 'ilâh', 'me\x17hûr', 'çâlâk', 'etdîn', 'zekâ', 'meslek', 'enzâr'])
('iman', ['mevc-âver', 'dolaş', 'kamu', 'tîre', 'çâr-erkâna', 'sadef', 'fahr', 'muhâl', 'deni', 'tahsîn'])
('gazâ', ['siper', 'ihdâ', 'gelk', '\x17âhâne', 'ibtihâc', 'dünyâdır', 'vârûn', 'mikdâr', 'manaya', 'çîde'])
('harbe', ['cedîd', 'selîm’in', 'beden', 'etmedi', 'nezâket', 'sabâh', 'neşv', 'vâlâ', 'riyâz', 'terâne'])
('beher', ['gülberk', 'eflâk', 'kef', 'mâhî', 'evsâf', 'peymâne', 'beden', 'heves', 'nevres', 'burc'])
('matlûb', ['bez', 'dilber', 'murg', 'manî', 'zamân', 'sâye', 'cenâb', 'deme', 'kerem', 'meger'])
('berr', ['teh', 'miyân', 'makâm', 'ankâ', 'abes', 'kâmet', 'tahsîn', 'kalbimdir', 'huld', 'tanzîm'])
('râm', ['mazhar', 'deryâ', 'âsâr', 'azm', 'târîh', 'zemîn', 'çâh', 'râz', 'kâkül', 'bâg'])
('tâli’', ['vasl', 'bâb', 're’y', 'geç', 'nigeh', 'bun', 'hezâr', 'felek', 'etme', 'şevk'])
('bâzû', ['rengîn', 'neyleyim', 'idrâk', 'mecnûn', 'hâme', 'perde', 'b', 'hat', 'dî', 'bili'])
('say', ['firkat', 'zühd', 'güher', 'ruhsâr', 'ferş', 'cism', 'şîve', 'nâm', 'pür', 'münevver'])
('gazâl', ['füyûz', 'sünbüle', 'kod', 'ebrûya', 'giryân', 'edince', 'sûz', 'alıp', 'nesîm', 'pinhân'])
('kod', ['çık', 'hayret', 'et', 'lutf', 'rûz', 'meh', 'bak', 'değeri', 'sohbet', 'sultân'])
('taş', ['hüner', 'çü', 'eyleyen', 'halka', 'gûne', 'bilz', 'rûşen', 'şem’', 'cûy', 'dehen'])
