('cûş', ['gülzâr', 'safâ-yı', 'dil-ber', 'sûret', 'dîvâne', 'yol', 'geç', 'şehr', 'sahn', 'gûyâ'])
('sebak', ['lerze', 'meydân', '‘âkıbet', 'şehâ', 'dendân', 'kâr', 'riyâ', 'fenâ', 'ezel', 'koy'])
('imtihân', ['kemter', 'dem', 'hücûm', 'dûr', 'def’', 'mer', '‘arsa', 'perî', 'ta’n', 'virmek'])
('yakîn', ['miskîn', 'tâvûs', 'fark', 'per', 'tâc', 'saf', 'sâkıyâ', 'mihnet', 'eser', 'bâkîyi'])
('gâfil', ['ucından', 'hâme', 'incin', 'şeh-bâz', 'bâlâ', 'kaşı', 'nûş', 'pîr', 'sarı', 'geh'])
('dilin', ['dünyâya', 'çâh', '‘izz', 'giryân', 'hûr', 'bûy', '‘aşkına', 'temâşâ', 'saltanat', 'gider'])
('bahr', ['bâkî', 'dil', 'gör', 'bâkıyâ', 'hüsn', 'kûy', 'bul', 'yâr', 'çeşm', 'mey'])
('kop', ['gez', 'handân', 'gir', 'hân', 'öldür', 'elif', 'koy', 'gûyiyâ', 'devlet', 'devr'])
('bahs', ['hüsn', 'âb', 'bâkî', 'leb', 'bezm', 'hayâl', 'dûst', 'bil', 'yâr', 'gör'])
('yıl', ['âbdâr', 'gülgûn', 'mahrem', 'pâyân', 'dendân', 'mahbûb', 'sadâ-yı', 'teşbîh', 'karâr', 'recâ'])
('rû', ['şâh', 'çîn', '‘âşık', 'san', 'tur', 'vasf', 'açı', 'nâz', 'bâd', 'sîne'])
('şâhî', ['ken', 'dem-be-dem', 'tol', 'kanı', 'şeh', 'çeng', 'râz', 'sünbül', 'safha', '‘ârız'])
('pençe', ['safâ', 'velî', 'bahr', 'hecr', 'himmet', 'mey', 'çeker', 'dile', 'salı', 'hüsn'])
('ciger', ['hâk', 'vasl', 'mâh', 'çeker', '‘aceb', 'sîne', 'mey', 'kûy', 'zer', 'hâl'])
('kon', ['zâhid', 'gird', 'gülşen', 'ebrû', 'dehân', 'sâkî', 'yit', 'söz', 'kan', 'şâh'])
('peyâm', ['tarîk', 'enfâs', '‘irfân', '‘ayân', 'sîmîn', 'akıt', 'ergavân', 'hudâ', 'âyine', 'şîr'])
('mürde', ['beden', 'künc', 'geç', 'âhir', 'geh', 'garaz', 'haber', 'boy', 'bâkîye', 'râz'])
('ihtimâl', ['nîze', 'rızâ', 'degdi', 'âyet', '‘alâ’ikdan', 'pür-hûnum', 'pâ', 'kâ’inât', 'erkân', 'olmayan'])
('toz', ['dehân', 'hûrşîd', 'tâze', 'mâh', 'şemşîr', 'çeker', 'bahâr', 'serv', 'nihâl', '‘aceb'])
('âhir', ['üzre', 'gün', 'gel', 'meclis', 'mâh', 'hâk', 'bâkî', 'gül', 'bâkıyâ', 'dil'])
('kisvet', ['girih', 'özle', 'k’ola', 'hâlî', 'süreyyâdur', 'tenhâ', 'üstindedür', '‘akl', 'bâga', 'mülki'])
('gazel', ['baş', 'hat', 'bülbül', 'tut', 'bâg', 'rûy', 'mahabbet', '‘aşkuñ', 'hançer', 'derd'])
('bûs', ['güzel', 'âyîn', 'kâmet', 'tâze', 'serv', 'kal', 'cân', 'hüsn', 'tut', 'düş'])
('leb', ['bâkî', 'câm', 'la’l', 'dil', 'yâr', 'gül', 'cân', 'bezm', 'gel', 'çemen'])
('kaş', ['çeşm', '‘aşk', 'ruh', 'âteş', 'geçe', 'gün', 'la’l', 'serv', '‘âşık', '‘aşkuñ'])
('seng', ['hüsn', '‘âşık', 'beñzer', 'gam', 'baht', 'safâ', 'gel', 'bâd', 'gûyâ', 'kadd'])
('sâk', ['komaz', 'hırâmân', 'kayd', '‘izâr', 'niçün', 'yara', 'na’re', 'vefâ', 'sitem', 'vuslat'])
('duhter', ['dûst', 'vefâ', 'seng', 'âfitâb', 'and', 'ş', '‘îd', 'siyâh', 'bâd', 'hâk'])
('mest', ['bâkî', 'mâh', 'dil', 'cân', 'mey', 'câm', 'yâr', 'hâk', 'gör', 'bil'])
('nigâh', ['temâşâ', 'habâb', 'pîr', 'cemâl', 'gülistân', 'dest', 'tutar', 'na’l', 'zerre', 'elinden'])
('âfet', ['kadd', 'yâr', 'bâg', 'âh', 'göñül', 'hemân', 'yol', 'serv', 'gülşen', 'üzre'])
('sat', ['ham', 'gözle', '‘âlemi', 'tâb', 'zâhid', 'güher', 'vuslat', 'elinden', 'dil-ber', 'âhû'])
('visâl', ['san', 'kıl', 'cân', 'gör', 'sîne', 'gül', 'hüsn', 'âh', 'câm', 'bülbül'])
('şâdmân', ['peydâ', 'yana', 'cennet', 'sakın', 'eger', 'kemend', 'çerâg', 'rûy', 'subh', 'bud'])
('mesned', ['gelz', 'kattâl', 'bük', 'siper', 'bürc', 'şîve', 'haylî', 'ergavân', 'berk', 'aglar'])
('devri', ['sal', 'berg', 'kûy', 'bend', 'gevher', 'kal', 'eşk', 'şâh', 'cihân', 'bâg'])
('kâl', ['‘ârız', 'nisâr', 'zebûn', 'katla', 'kurbân', 'üstâd', 'fenâ', 'zîbâ', 'himmet', 'kemân'])
('zâhir', ['revân', 'sipihr', 'yan', 'mest', 'meger', 'değeri', 'bahâr', 'nihâl', 'sâkî', 'iste'])
('işit', ['zîbâ', 'çeng', 'olupdur', 'mihnet', 'açı', 'zerd', 'karşu', 'katı', 'na’l', 'şem’'])
('âferîn', ['hvâb', 'reşk', 'mülk', 'himmet', 'gice', 'elinden', 'haber', 'safha', 'kand', 'rakîb'])
('hemîşe', ['halk', 'katı', 'la’l', 'dehr', 'gamze', 'çeker', 'bak', '‘âşık', 'bâg', 'gel'])
('nihân', ['hâl', 'bend', 'câm', 'bâkî', 'bâkıyâ', 'gûyâ', 'eşk', 'gör', 'leb', 'ş'])
('zâr', ['la’l', 'bâkî', 'kûy', 'çemen', 'âh', 'gül', 'cihân', 'dil', '‘aşk', 'yâr'])
('gam', ['bâkî', 'gül', 'yâr', 'gör', 'cân', 'gel', 'kıl', 'dil', 'câm', 'baş'])
('bil', ['yâr', 'bâkî', 'gül', 'mey', 'âh', 'gör', 'câm', 'dil', 'kıl', 'gel'])
('gün', ['dil', 'gül', 'yâr', 'bâkî', 'üzre', 'cân', 'gam', '‘aşk', 'gel', 'mâh'])
('âh', ['yâr', 'bâkî', 'dil', 'cân', 'gel', 'gül', 'kıl', 'sîne', 'zülf', 'gör'])
('figân', ['iste', 'revân', 'bâg', 'dîde', 'dah', 'çeşm', 'iç', 'göster', 'gülşen', 'hançer'])
('şehenşâh', ['diyü', 'çeşm', 'mihr', 'koy', 'ehl', 'değeriz', '‘aceb', 'dit', 'bülbül', 'iste'])
('esâs', ['murassa’', 'a’lâ', 'ayagı', 'sahbâ', 'sâye', 'âfet', 'bûs', 'elif', 'gerekse', 'meger'])
('rûzgâr', ['sâkî', 'gün', 'şâh', 'san', 'sahn', 'cefâ', 'mey', 'hâk', '‘aşk', 'mâh'])
('hezâr', ['cân', 'eşk', 'san', 'sipihr', 'derd', 'mihr', 'âh', 'âteş', 'göñül', 'bâkıyâ'])
('ümmîd', ['fark', 'tâb', 'değeriş', 'zevrak', 'pervâne', 'temâşâ', 'sabr', 'riyâ', '‘aşkuñ', '‘âlemi'])
('kerîm', ['peymâne', 'enver', 'husrev', 'pâdişâh', 'râh', 'eyleyüp', 'nişân', 'şehr', 'dünyâya', 'gûşe'])
('yürü', ['vakt', 'tâk', 'hâme', 'ihsân', 'siyâh', 'dildâr', 'elem', 'gubâr', 'gird', 'cevr'])
('âbdâr', ['şem’', 'âhir', 'kal', 'göze', 'gök', 'zâr', 'pâre', 'devlet', 'bâd', 'gonca'])
('hâşâk', ['yak', 'cûy', 'letâfet', 'hâme', 'dermân', 'katı', 'bezm', 'lutf', 'revân', 'hüsnü'])
('pâydâr', ['encüm', 'pâye', 'dî', 'şekk', 'zebûn', 'şâne', 'keşf', 'sabâ', 'zâhir', 'na’l'])
('kâmkâr', ['ravza', 'bakî', 'feyz', 'deryâ-yı', 'sakla', 'meş’al', 'anuñ’çün', 'deryâ', 'kes', 'tap'])
('şân', ['sanavber', '‘uşşâka', 'sür', 'gerekse', 'hazret', 'bâkîye', 'bûy', 'çekme', 'letâfet', 'nazm'])
('elinden', ['üzre', 'mey', 'bil', 'âb', 'mâh', 'hâk', 'hüsn', 'la’l', 'câm', 'dil'])
('emn', ['bûs', 'misk', 'seyl', 'dök', 'garaz', 'nây', 'sadâ-yı', 'ergavân', 'bülend', 'ahvâl'])
('emân', ['niçün', 'sev', 'dem-â-dem', 'fehm', 'mestâne', 'ara', 'dün', 'rişte', 'sevâd', 'hemîşe'])
('hâme', ['hüsnü', 'şâh', 'firâk', 'gök', 'kal', 'dah', 'gün', 'meyl', 'berg', 'vasl'])
('sultân', ['gel', 'bâkî', 'yâr', 'gül', 'bezm', 'cân', 'la’l', 'dil', 'kıl', 'câm'])
('tâc', ['mahabbet', 'gonca', 'serv', 'baş', 'felek', 'gör', 'düş', 'çemen', 'hüsn', 'gam'])
('mâye', ['yogsa', 'bûs', 'cem’', 'nâlân', 'lâzım', 'kelâm', 'mir’ât', 'bir', 'figân', 'nây'])
('zîver', ['nâ-tevân', 'hadeng', 'beden', 'katla', 'vâ’iz', 'def’', 'hezâr', 'kendüye', 'husrev', 'cem’'])
('saltanat', ['yaş', 'cânân', '‘aşkuñ', 'la’l', 'leb', 'vasl', 'bâd', 'gül', 'terk', 'gün'])
('kamer', ['gir', 'lâl', 'iste', 'mey', 'sahn', 'câm', 'dest', 'gel', 'bezm', '‘âlemi'])
('muhtâc', ['kemâl', '‘âşıka', 'harâb', 'sâkıyâ', 'murâd', 'şevk', 'lutf', 'çarh', 'zer', 'yaka'])
('zerd', ['dil', 'sîne', 'düş', 'cân', 'âh', 'bâd', 'bâkî', 'üzre', 'gün', 'gül'])
('çevgân', ['incin', '‘aşkuñda', 'hezâr', 'kaş', 'kasd', 'kâr', 'git', 'kap', 'minnet', 'pâk'])
('esb', ['haste', 'gülşen', 'dön', 'devlet', 'söyle', 'gider', 'cefâ', 'sipihr', 'göñül', 'sûfî'])
('âfitâb', ['düş', 'üzre', 'bâd', 'dil', 'bâg', 'sîne', 'gül', 'safâ', 'gel', 'gam'])
('dergâh', ['kaşı', 'yig', 'meyl', 'zerd', 'çık', 'gird', 'mû', 'âhir', 'nûş', 'dem-â-dem'])
('celâl', ['a’lâ', 'ayagı', 'öykü', 'harâb', 'rengîn', 'kurbân', 'sanavber', 'hûrşîd', 'müşgîni', 'maksûd'])
('bâl', ['‘aşk', 'gül', 'mey', 'gün', 'düş', 'dil', '‘aceb', 'bâkî', 'bâkıyâ', 'sâkî'])
('peri', ['zer', 'minnet', 'dûst', 'seng', 'şûh', 'dem-be-dem', 'âfitâb', 'yüri', 'devrân', 'hurrem'])
('tahrîr', ['gülgûn', 'bî-dâr', 'degme', 'tecellî', 'fikr', 'bilk', 'teng', 'dâr', 'riyâz', 'uran'])
('kâtib', ['‘izâruñ', 'fânî', 'han', 'dîvâneyi', 'ana', 'zebûn', 'esbâb', 'hicâb', 'bâkiyi', 'dürüst'])
('şeref', ['tâze', 'eşk', 'hemân', 'çemen', 'gûyiyâ', 'sâkî', 'ten', 'yak', 'mahabbet', 'râh'])
('kül', ['mihmân', 'yitz', 'hudâvend', 'ayagına', 'peykân', '‘ömr', 'sür', 'kevser', 'selîm', 'cilâ'])
('kemâl', ['tur', 'sîne', 'düş', 'sâkî', 'gam', '‘âşık', 'bülbül', 'âh', '‘aceb', 'söyle'])
('enver', ['şehr', 'sultân', 'cevr', 'sâgar', '‘aşk', 'vasl', 'bak', 'gülşen', 'şevk', 'sîne'])
('kadr', ['dah', 'subh', 'sultân', 'bâg', 'la’l', 'meclis', 'göz', 'revân', 'cân', 'rûy'])
('cûy', ['bâg', 'bâkıyâ', 'cân', 'üzre', 'mihr', 'çemen', 'belâ', 'cevr', 'bahâr', 'şâh'])
('fehm', ['zer', 'râh', 'bak', 'kaç', 'şarâb', 'bâg', 'dön', 'lutf', '‘arz', 'felek'])
('geşt', ['meger', 'gam', 'kan', 'âb', 'kâmet', 'yol', 'söz', 'serv', 'çeşm', 'dü'])
('ruh', ['gör', 'kıl', 'dil', 'yâr', 'gül', 'bâkî', '‘aşk', 'zülf', 'çeşm', 'cân'])
('duhân', ['nigâr', 'tol', 'tâk', 'eflâk', 'katre', 'cennet', 'gir', 'göñlümi', 'sâf', 'na’l'])
('meydân', ['kûy', '‘aşk', 'belâ', 'gün', 'san', 'eşk', 'gel', 'gül', 'çemen', 'mey'])
('zûr', ['mürüvvet', 'katla', 'gussayı', 'yakı', 'vir', 'dârâ', 'açıla', 'mîr', '‘ayşa', 'hod'])
('hûy', ['‘uşşâk', 'pür-hûn', 'odur', 'ta’n', 'murâd', 'degüldür', 'yitz', '‘ayşa', 'müşg', 'husrev'])
('âl', ['‘aşk', 'gam', 'hâl', 'hâk', 'mey', 'câm', 'la’l', 'gel', 'hüsn', 'bâkî'])
('zühre', ['dervîş', 'dâglar', 'aldılar', 'nâfe', 'müdâm', 'zülâl', 'cevher', 'gehî', 'yig', 'günbed'])
('efser', ['feryâd', 'eyleyelüm', 'pertev', 'kerem', 'gâh', 'kemân', 'hırâmân', 'cem’', 'mir’ât', 'zâhid'])
('cemâl', ['gün', 'hâk', 'ruh', 'mâh', 'dil', 'gül', 'kıl', 'mey', '‘aşk', 'bil'])
('hâver', ['hû', 'harâret', 'teb', 'güzâr', 'dürc', 'kadr', 'allâh', 'mıdur', 'dil-keş', '‘izz'])
('envâr', ['umar', 'gird', 'nihân', 'vücûd', 'gazel', 'yat', 'nisbet', 'tutar', 'ceng', 'hurrem'])
('gark', ['nihâl', 'zâr', 'şevk', 'dah', 'şûh', 'ruhsâr', 'cân', 'la’l', 'visâl', 'tur'])
('deri', ['fazl', 'zinhâr', 'h', 'sûzân', 'çeki', 'garrâ', 'peydâ', 'savt', 'cûy', 'misk'])
('güz', ['âvâze', 'mıdur', 'firâk', 'gedâ', 'sev', 'çihre', 'gûş', 'degüldür', 'yol', 'nûş'])
('bit', ['sal', 'hançer', 'sâgar', '‘aşk', 'gam', 'yit', 'derd', 'kadd', 'bâd', 'ruh'])
('meges', ['çevgân', 'düz', 'kelâm', 'göñlümi', 'dîdâr', 'yakîn', 'gözde', 'tap', 'geçin', 'nây'])
('nefs', ['açma', 'aldı', 'letâfet', 'bûy', 'tak', 'adı', 'menâre', 'keşf', 'kullâb', 'dâm'])
('lezzet', ['şeb', 'gâyet', 'devrân', 'hevâ', 'velî', 'sîm', 'hemân', 'garaz', 'subh', 'geç'])
('âvâz', ['silsile', '‘aşkına', 'hîç', 'dürüst', 'nev', 'hezâr', 'mefâ’îlün', 'iriş', 'rızâ', 'kap'])
('defter', ['şîrîn', 'kâmet', 'gam', 'bezm', '‘âşık', 'geç', 'âh', 'safâ', 'bil', 'dön'])
('sil', ['‘âkıbet', 'göricek', 'zencîr', 'rû', 'çîn', 'subh', 'âyîn', 'cemâl', 'değeri', 'katre'])
('ter', ['yâr', 'gel', 'hâl', 'la’l', 'gör', 'gül', 'bâkî', 'zülf', 'sîne', 'âh'])
('hidmet', ['dest', 'ebr', 'değeri', 'kûy', 'göster', 'bezm', 'meclis', 'mihr', 'zülf', 'bâd'])
('hazret', ['gün', 'mahabbet', 'âb', '‘aceb', 'cihân', 'sîne', 'üzre', 'hüsn', 'tut', 'belâ'])
('bunca', ['eylem', 'çeki', 'revân', 'rakîb', 'haste', 'anı', 'cemâl', 'bâgda', 'künc', 'dil-ber'])
('mihnet', ['baş', 'tut', 'yâr', 'yit', 'gel', 'âh', 'gül', 'göz', 'ruh', 'zülf'])
('gez', ['sakın', 'tur', 'gir', 'lâl', 'gör', 'üzre', 'dil-ber', 'çemen', 'leb', 'âb'])
('âsmân', ['yâr', 'gonca', 'dü', 'gör', 'baş', 'dön', 'bâg', 'mâh', 'derd', 'eşk'])
('bud', ['hâl', 'mahabbet', 'gel', 'câm', '‘âşık', 'zülf', 'âh', 'mihr', 'bahâr', 'bâkî'])
('dânâ', ['hançer', 'vasf', 'sev', 'şem’', 'baht', 'eşk', 'sâkıyâ', 'kân', 'güzel', 'dön'])
('ana', ['şu’le', '‘aşkuñda', 'gözle', 'âdem', 'ten', '‘âlemde', 'yak', 'bend', 'gûyiyâ', 'cem'])
('efzûn', ['destâr', 'ârzû', '‘uşşâkı', 'deryâ-yı', 'kana', '‘aşkına', 'git', 'secde', 'hayrân', 'tap'])
('çenber', ['tok', 'sâf', 'kâse', 'vaktidür', 'i̇rdi', 'rişte', 'misk', 'fidâ', 'pây', 'get'])
('zıll', ['hîç', 'şekl', 'dit', 'kâkül', 'naza', 'gülle', 'bâl', 'geç', 'terk', 'minnet'])
('safâ', ['dil', 'cân', 'gel', 'göz', 'gül', 'gam', 'yâr', 'bâg', 'göñül', 'âh'])
('âsâr', ['sanavber', 'dânâ', 'kemân', 'zülâl', 'n’eyler', 'göze', 'piyâle', 'hâtır', 'cânân', 'cem'])
('dem', ['devr', 'katı', 'değeri', 'çeker', 'geç', 'mâh', 'cefâ', 'göster', 'gülşen', 'zâr'])
('çıkar', ['kıl', '‘âşık', 'sîne', 'gel', 'çek', 'şâh', 'gör', 'gün', 'yâr', 'dil'])
('kopar', ['deryâ', 'cennet', 'halka', 'nâr', 'şikeste', 'rakîb', 'figân', 'zîbâ', 'mürg', 'vefâ'])
('necm', ['‘âleme', 'gül-şen', 'nûr', 'mevzû', 'ser-efrâz', 'yiridür', 'hod', 'niyâz', 'riyâz', 'seyl'])
('ham', ['sal', 'ş', 'cihân', 'yâr', 'dü', 'baş', 'hecr', 'seyr', 'âb', 'dil-ber'])
('hudâ', ['bâl', '‘aşkı', 'zülâl', 'cennet', 'şem’', 'mahabbet', 'âteş', 'cihân', 'şevk', 'baht'])
('şarâb', ['cân', 'gel', 'yâr', 'bâkî', 'gam', 'göz', 'câm', 'bezm', 'dil', 'bâg'])
('bak', ['gel', 'yâr', 'bâg', 'belâ', 'âb', 'derd', 'hüsn', 'gam', 'kıl', 'bâkî'])
('reşk', ['hüsn', 'bil', 'eşk', 'çarh', 'dök', 'gamze', 'bul', 'mey', 'sîne', 'zülf'])
('gîsû', ['edâ', 'gülle', 'koy', 'safha', 'eyyâmıdur', 'cem’', 'rişte', 'çihre', 'nev', 'rengîn'])
('şâd', ['sâkî', 'söz', 'dil-ber', 'iç', 'dest', 'belâ', 'geç', 'pâre', 'gam', 'bâg'])
('hayl', ['gider', 'nergis', 'derûn', 'sûfî', 'dön', '‘aceb', 'garaz', 'tâc', '‘ayş', 'dîde'])
('melek', ['iriş', 'dimi', 'kemân', 'dile', 'nisâr', 'hasret', 'ser-fürû', 'temâşâ', 'salı', 'agyâr'])
('tedbîr', ['gül-’izâr', 'bagışlar', '‘ömr', 'giryân', 'işit', 'açuk', 'kebâb', 'hey', 'elif', 'sevâd'])
('yap', ['şikest', 'zâhid', 'gülzâr', 'hazret', 'nergis', 'hak', 'fa’ûlün', 'cevr', 'hicrân', 'sev'])
('görel', ['nâb', 'zîr', 'cân', 'gam', 'bâg', 'tut', 'bezm', 'şarâb', 'sâkî', 'gör'])
('otur', ['‘âşıka', 'ken', 'dest', 'vakt', 'nisbet', 'geç', 'meyl', 'âl', 'sâkî', 'nâz'])
('mümkin', ['harem', 'devri', 'kulak', 'eksük', 'rûzgâr', 'rahmet', 'lü’lû-yı', 'diyü', 'hükm', 'üstindedür'])
('kâdir', ['dök', 'gûyâ', 'nihân', 'şemşîr', 'dîvâne', 'bâd', 'subh', 'tâze', 'açı', 'iç'])
('zuhûr', ['dîvâne', 'zahm', 'sahn', 'rakîb', 'üftâde', 'tâb', 'rengîn', 'halk', 'yaş', 'devlet'])
('zerre', ['zahm', 'bahr', 'meh', 'sâkî', 'diyü', 'serv', 'mey', 'tur', 'gir', 'sîne'])
('göster', ['dil', 'câm', 'bil', 'gör', 'eşk', 'âh', 'bâkî', 'zülf', 'kıl', 'gül'])
('âfâk', ['yit', 'geçe', 'âb', '‘aşk', 'kadd', 'gülşen', 'san', 'kûy', 'la’l', 'belâ'])
('pûr', ['yâdgâr', '‘izz', 'fürûg', 'feth', 'yil', 'nizâ', 'hikmet', 'ezel', 'kevkeb', 'yap'])
('mühr', ['dîvâne', 'çık', 'mecnûn', 'devrân', 'gülle', 'şeh', 'hâr', 'meyl', 'halk', 'sanavber'])
('darb', ['bun', 'tutar', 'riyâz', 'yogsa', 'k’ola', 'sâ’id', '‘âlemüñ', 'resm', 'gird', '‘uşşâk'])
('kısmet', ['seyl', 'görz', 'dâ’im', 'söz', 'vuslat', 'öldür', 'âteş', 'gâh', 'devâ', 'kurbân'])
('hudâvend', ['gâh', 'eylez', 'âyîn', 'ter', 'değeri', 'degüldür', 'san', 'dehr', 'deger', 'jâle'])
('kâbil', ['ra’nâ', 'kâr', 'üftâde', 'âfâk', 'bâkîye', 'terk', 'kevser', 'elem', 'nişân', 'tıfl'])
('fitne', ['dü', 'çerâg', 'dûst', 'mahabbet', 'gamze', 'çemen', 'sahn', 'dön', 'dehr', 'baş'])
('tahrîk', ['tokuz', 'dûd', 'şîve', 'nakş', 'yara', 'dem-â-dem', '‘âlemi', 'hicrân', 'ergavân', 'idelden'])
('mizâc', ['turmayup', 'câdû', 'kandîl', 'hayli', 'akça', '‘îdgehde', 'fürûg', 'pür', 'misk', 'belâgat'])
('kânûn', ['haylî', 'hudâ', 'istez', 'pây', 'hayr', 'güftâr', 'takı', 'vakt', 'cenâb', 'çekz'])
('yâr', ['bâkî', 'gel', 'âh', 'dil', 'kıl', 'gül', 'cân', 'gam', 'sîne', 'hâk'])
('cenâb', ['göñül', 'dü', 'bezm', 'beñzer', 'sal', 'bâg', 'gel', 'yâr', 'cân', 'bil'])
('hümâyûn', ['sevâd', 'na’re', '‘uşşâka', 'yir', 'rûh', 'kân', 'dendân', 'gark', 'sâkıyâ', 'kafes'])
('söyle', ['san', 'dil', 'sîne', 'gör', 'gam', 'gonca', 'mâh', 'bâkıyâ', 'cihân', 'cân'])
('bârî', ['mahabbet', 'şemşîr', 'diyü', 'mest', 'sîne', 'iç', 'gel', 'hüsn', 'kadd', 'felek'])
('düz', ['beñzer', 'baş', 'mihnet', 'gel', 'serv', 'revân', '‘aşkuñ', 'ruhsâr', 'göz', 'hat'])
('ehl', ['bâkî', 'göñül', 'bülbül', 'la’l', 'yâr', 'gül', 'câm', 'derd', 'cihân', 'mihr'])
('gevher', ['eşk', 'çeker', 'gör', 'bâkî', 'dil', 'kal', 'gam', 'cân', 'câm', 'çek'])
('sûd', ['zerrîn-bâl', 'sûzân', 'pâk-dîn', 'gedâya', 'hûn-âbe', 'dâglaruñ', 'musaffâ', 'tutalum', 'pâlûde', 'aksa'])
('hâric', ['‘uşşâk', 'mevsim', 'fa’ûlün', 'zülâl', 'tıfl', 'terk', 'hakkâ', 'çihre', 'devrân', 'ata'])
('tasavvur', ['dâ’im', 'şehâ', 'dem-be-dem', 'yir', 'reşk', 'gözle', 'mânend', 'murâd', 'gice', 'saltanat'])
('ziyân', ['yili', '‘ömr', 'dendân', 'sûz', 'etrâf', 'piyâle', 'kızar', 'muhtâc', 'dile', 'cem'])
('nesîm', ['gam', 'ruh', 'âh', 'gonca', 'bâkî', 'seyr', 'zülf', 'sîne', 'bil', '‘aşk'])
('perîşan', ['peykân', 'kesş', 'ergavân', 'hvâce', 'efendi', 'nişân', 'idez', 'ber-â-ber', 'mezâk', 'cinân'])
('diz', ['fer', 'mesîh', 'nihân', 'gurbet', 'murassa’', 'beñzetdüm', 'git', 'vücûd', 'duhter', 'ka’b'])
('beyân', ['‘aklı', 'başlayalum', 'hûr', 'kâr', '‘aşkuñda', 'bun', 'nişâne', 'lâleveş', '‘uşşâk', 'sâ’id'])
('ibrâm', ['endâm', 'târ', 'hudâ', 'siyeh', 'müşgîn', 'kendüyi', 'gey', 'vücûd', 'cânib', 'kıble'])
('ahvâl', ['ruh', 'meclis', 'dîvâne', 'sünbül', 'ter', 'şevk', 'gonca', 'bâkıyâ', 'bezm', 'gör'])
('dâm', ['meyl', 'rûy', 'tîr', '‘aceb', 'hat', 'eşk', 'saf', 'cefâ', 'sâgar', 'gün'])
('başla', ['şemşîr', 'şevk', 'âb', 'bahâr', 'ruhsâr', 'felek', 'yaş', 'kâmet', 'seyr', 'nakş'])
('humâr', ['mâ', 'pâye', 'görü', 'degüldür', 'rûz', 'hevâ-yı', 'firâk', 'ta’n', 'sanem', 'defter'])
('destâr', ['saç', 'mânend', 'la’l', '‘aşkuñ', 'rûh', 'dîde', 'mihr', 'şûh', 'dah', 'rûy'])
('güneş', ['şûh', 'çeker', 'çeşm', 'seyr', 'kal', 'eger', 'lutf', 'zerd', 'mey', 'dehr'])
('saç', ['zülf', 'serv', 'yâr', 'sîne', '‘âşık', 'kıl', 'baş', 'bahâr', 'dil', 'şâh'])
('fütâde', ['şeydâ', 'hilâl', 'râh', 'deñlü', 'vücûd', 'rahmet', 'âdem', '‘aşka', 'gül-gûn', 'gök'])
('vücûd', ['bend', 'vasl', 'bezm', 'sal', 'gel', 'çek', 'dâg', 'hüsn', '‘aşk', 'baş'])
('nihâl', ['bâkî', 'la’l', 'cân', 'bezm', 'bâd', 'hâk', 'yâr', '‘aşk', 'zülf', 'göz'])
('reftâr', ['meclis', 'bâg', 'gel', 'düş', 'tur', 'sîne', 'yâr', 'bak', 'bezm', 'göster'])
('bahâ', ['‘âdil', 'aldı', 'hakk', 'ser-fürû', 'istez', 'zevrak', 'teng', 'n’eylesün', 'kabak', 'reşk'])
('dîdâr', ['sûret', 'güzel', 'deryâ', 'tâc', 'cefâ', 'rûy', 'bahr', 'san', 'serv', 'değeriş'])
('velîk', ['sâ’id', 'diñle', 'pençe', 'fitne', 'va’llâhi', 'âsitânuñ', 'sahrâ-yı', 'çeşme', 'hakkâ', 'mâni’'])
('derûn', ['yâr', 'dil', 'kıl', 'cân', 'âh', 'bil', 'bâg', 'üzre', 'la’l', '‘aşk'])
('ned', ['cân', 'bezm', 'gör', 'gel', 'çeşm', 'dil', 'hüsn', 'zülf', 'âb', 'câm'])
('dîvâne', ['çeşm', 'câm', 'üzre', 'kıl', 'şemşîr', 'gül', 'gör', 'bülbül', 'san', 'sîne'])
('hâle', ['şükr', 'demidür', 'düketdi', '‘izzet', 'melâmetde', 'hayvân', 'secde', 'göñlümüz', 'imkân', 'tûtî'])
('and', ['bil', 'şâh', 'eşk', 'bâg', 'hüsn', 'hâk', 'gel', 'bâkî', 'yâr', 'mâh'])
('asl', ['kemân', 'şikest', 'gülzâr', 'mürg', 'mestâne', 'tîg', 'mecnûn', 'gül-gûn', 'salı', 'künc'])
('siyeh', ['şemşîr', 'kadd', 'dâg', 'yol', 'devlet', 'çemen', 'dah', 'gamze', 'eşk', 'iç'])
('zülf', ['bâkî', 'gel', 'yâr', 'dil', 'kıl', 'âh', 'câm', 'hâl', 'la’l', 'cân'])
('nâfe', ['güzel', 'hüsn', 'zülf', 'dîde', 'hatt', 'tâze', 'mihnet', 'gel', 'tut', 'çeşm'])
('saf', ['şevk', 'belâ', 'bâkî', 'âh', 'mahabbet', 'gel', 'yâr', 'gör', '‘âşık', 'sîne'])
('gubâr', ['‘âlem', 'dil', 'çek', 'revân', 'cân', 'câm', 'eger', 'derd', 'san', 'leb'])
('hayret', ['göricek', 'değeriş', 'âfitâb', 'kenâr', 'değerik', 'kan', 'şemşîr', 'cefâ', 'yâd', 'tâc'])
('piyâle', ['sûfî', 'leb', 'bâkî', 'tâze', 'hâk', 'la’l', 'kal', 'meclis', 'bâd', 'câm'])
('sohbet', ['kan', 'dü', 'cihân', 'vasl', 'hecr', 'âh', 'serv', 'yâr', 'düş', 'göñül'])
